Rank,Name,City,Time,Race
NA,Darren Standorf,Elk Mound,2:57:19,Twin Cities
106,Shawn Kitchner,Marshfield,2:57:22,Twin Cities
107,Scot Bassett,Minocqua,2:57:25,Chicago
108,Shawn Dobbins,Neenah,2:57:26,Fox Cities
109,Daniel Dolney,Milwaukee,2:57:28,Wisconsin
110,Marcus Gagnon,Deerfield,2:57:30,Eau Claire
111,Aaron Hollis,Rothschild,2:57:31,Fox Cities
112,Chris Plummer,Sheboygan,2:57:34,Fox Cities
113,Oscar Naxi,Madison,2:57:38,Wisconsin
114,Cory Harris,Burlington,2:57:39,Lakefront
115,Jens Brabbit,La Crosse,2:57:40,Twin Cities
116,Pete Schweinert,Brookfield,2:57:41,Grand Rapids
117,Mark Bakalars,Pewaukee,2:57:43,Lakefront
118,Tim Laird,Greenville,2:57:51,Journeys
119,Mark Zuelsdorf,Appleton,2:58:02,Indianapolis Monument
120,Todd Smet,Madison,2:58:22,Twin Cities
121,Josh Yach,Fitchburg,2:58:30,Paavo Nurmi
122,Steve Slade,Appleton,2:58:39,WhistleStop
123,Jeff Curtin,Appleton,2:58:43,Fox Cities
124,Nick La Luzerne,Madison,2:58:46,Boston
125,Ian Neill,Madison,2:58:47,Chicago
126,Christopher Laflin,Middleton,2:58:54,Fargo
127,Mark Swiontek,Osceola,2:58:57,Fargo
128,Thomas Cappaert,Cottage Grove,2:58:59,Lakefront
129,Eric Pilling,Shorewood,2:59:07,Boston
130,Brian Falcone,Kenosha,2:59:15,Wisconsin
NA,Chris Molaison,Waukesha,2:59:15,Wisconsin
132,Marc Roehl,Mukwonago,2:59:16,Detroit
133,Jose Wence,Kenosha,2:59:27,Chicago
134,Chad Haug,Milwaukee,2:59:35,Lakefront
135,Nicholas Plocar,Sheboygan,2:59:36,Fox Cities
136,Joe Kurian,Madison,2:59:38,Rock 'n Roll (StL)
137,I. George Ogutu,Milwaukee,2:59:46,Lakefront
