Rank,Name,City,Time,Race
54,Jeramia Cibulka,Poynette,2:49:52,NA
55,Jeff Kolb,Sheboygan,2:50:01,NA
56,James Burke,Whitefish Bay,2:50:30,NA
57,Erik Teig,Amery,2:50:43,NA
58,Steve Horn,Madison,2:50:44,NA
59,Jamie Arenz,Kiel,2:50:46,NA
60,Mike Treder,Madison,2:50:51,NA
61,John Demetropoulos,Brookfield,2:51:20,NA
62,Brian Ronk,Madison,2:51:26,NA
63,John Beirl,Ashland,2:51:30,NA
64,Matthew Van Beek,Green Bay,2:51:31,NA
65,Jeff Curtain,Appleton,2:51:36,NA
66,Nick O'Malley,Larsen,2:51:42,NA
67,Benjamin Kirmse,River Falls,2:51:45,NA
68,Brad Gilders,Greenfield,2:51:53,NA
69,Daniel Lemke,Tomahawk,2:51:56,NA
70,Albertus Rohling,West Allis,2:52:28,NA
71,Brian Udovich,Oconomowoc,2:52:50,NA
72,Benjamin Uphoff,NA,2:52:57,NA
73,Ryan Butzman,Menomonee Falls,2:52:59,NA
74,Jonathan Bourman,Thiensville,2:53:08,NA
NA,Alan Harris,Madison,2:53:08,NA
76,Tyler Sigl,Platteville,2:53:25,NA
77,Zach Geelan,Fond du Lac,2:53:29,NA
78,David Meixelsperger,Middleton,2:53:35,NA
79,Tony Kraszewski,DePere,2:53:36,NA
80,Mark Meyers,Hartland,2:53:38,NA
81,Thomas Wetter,Stevens Point,2:53:45,NA
82,Charles Poppele,DePere,2:53:54,NA
83,Chris Dresser,Madison,2:54:01,NA
84,Shelby Anderson,Madison,2:54:16,NA
85,David Smith,Stevens Point,2:54:19,NA
86,Benjamin Cogger,Washburn,2:54:23,NA
87,Steve Nelson,Fox Point,2:54:25,NA
88,Chaz Heckman,Sussex,2:54:42,NA
89,Russell Delap,Brookfield,2:55:09,NA
90,Charles Poppele,DePere,2:55:10,NA
91,Eddie Holzem,Greenville,2:55:30,NA
92,Charlie Lawson,Wauwatosa,2:55:37,NA
93,Zach Andrewski,Merrill,2:55:41,NA
94,Marc Roehl,Mukwonago,2:55:46,NA
95,Zach Moe,River Falls,2:55:48,NA
96,Bernardo Yanez,Madison,2:56:08,NA
97,I. George Ogutu,Milwaukee,2:56:17,NA
98,Rich Szymanski,Appleton,2:56:34,NA
99,Evan Cestari,Three Lakes,2:56:35,NA
100,John Badylak,Madison,2:56:46,NA
101,Jim Schmidt,Waukesha,2:56:52,NA
NA,Tim Laird,Greenville,2:56:52,NA
102,Matt Howard,LaCrosse,2:57:00,NA
103,Christopher Trost,Milwaukee,2:57:02,NA
104,Jeff Kobinsky,Wauwatosa,2:57:08,NA
105,Dana Schultz,Germantown,2:57:09,NA
106,Tom Moldenhauer,West Allis,2:57:24,NA
107,Christopher Cogbill,Milwaukee,2:57:33,NA
108,Ted Shue,Glendale,2:57:46,NA
109,Jerome Missiaen,Muskego,2:57:47,NA
110,Michael Henze,Neenah,2:57:51,NA
111,Kane Baker,West Allis,2:57:58,NA
112,Justin Swanson,Menomonee Falls,2:57:59,NA
113,John Stein,Eau Claire,2:58:00,NA
114,Michael Evans,East Troy,2:58:01,NA
115,Timothy Bourman,Mequon,2:58:28,NA
116,Jeffrey Hoffman,Oconomowoc,2:58:37,NA
117,R. Sean Churchill,Mequon,2:58:43,NA
118,Jeffrey Hadzima,Madison,2:58:47,NA
119,Michael Palewski,NA,2:58:49,NA
120,Brandon Lesky,Cudahy,2:59:08,NA
121,Peter Matthias,Sheboygan,2:59:09,NA
122,David Sapiro,Milwaukee,2:59:13,NA
123,Brad Poppele,DePere,2:59:16,NA
124,Joe Gapinski,Colgate,2:59:20,NA
125,Jon Novak,Iola,2:59:26,NA
126,Jeff Sweet,Franklin,2:59:29,NA
127,James Gross,Milwaukee,2:59:30,NA
128,Douglas Polomis,Marinette,2:59:33,NA
129,Mike Ordman,Oshkosh,2:59:45,NA
130,Tom Zuhlke,Wyocena,2:59:50,NA
NA,Jedd Wellenkotter,Middleton,2:59:50,NA
NA,Tony Rodiez,New Berlin,2:59:50,NA
133,Shane Smith,Saint Cloud,2:59:59,NA
NA,Stehpen Paske,Milwaukee,2:59:59,NA
