Rank,Name,City,Time,Race
74,Jessica Wallen,Madison,3:19:26,Lakefront
75,Lauren Hintz,Wind Lake,3:20:09,Maritime
76,Hannah Kuenzi,Oshkosh,3:20:11,Boston
77,Grace Campbell,Madison,3:20:17,Indianapolis Monumental
78,Doe Scharenbroch,Reedsville,3:20:19,Lakefront
79,Stacey Gusman,Wausau,3:20:46,Green Bay
80,Nicole Strutz,Two Rivers,3:21:00,Green Bay
81,Jody Werner,Oconomowoc,3:21:08,Green Bay
82,Angie Darbyson,NA,3:21:11,Madison
83,Larisa Arellano,Pleasant Prairie,3:21:11,Wisconsin
84,Christine Berenz,Delafield,3:21:18,Marine Corps
85,Laurie Winkelman,Appleton,3:21:20,Boston
86,Erika Quinn,Hortonville,3:21:25,Boston
87,Gina McElduff,Whitefish Bay,3:21:32,Lakefront
88,Dene Schiefer,Eau Claire,3:21:40,Phoenix
89,Hilary Eggan,Roberts,3:21:45,Marine Corps
90,Melissa Trumm,NA,3:21:46,Fox Cities
91,Abigale Bleil,Madison,3:22:09,Wisconsin
92,Anna Howery,Middleton,3:22:28,Houston
93,Heather Kell,Hudson,3:22:34,Lakefront
94,Sara Plummer,Sheboygan,3:22:46,Lakefront
95,Betsy Cull,NA,3:23:01,Madison
96,Alison Parker,Neenah,3:23:06,Twin Cities
97,Karen Hugill,Stevens Point,3:23:32,WhistleStop
98,Jenny Schultz,Menomonee Falls,3:23:37,Boston
99,Jane Landretti,Madison,3:23:41,Lakefront
100,Tami Carungi,Schofield,3:23:41,Lakefront
101,Chris Davis,Onalaska,3:23:48,New York City
102,Melissa Grandi,Burlington,3:24:13,Boston
103,Dawn Faas,West Salem,3:24:19,Twin Cities
104,Sally Hamilton,La Crosse,3:24:23,Green Bay
105,Karen Zielinski,Sussex,3:24:30,Lakefront
106,Susan Hahn,Greenfield,3:24:30,Lakefront
107,Karen McCalla,Elk Mound,3:24:41,Grandma's
108,Michelle Kyhn,Okauchee,3:24:57,Lakefront
109,Hannah Crossley,NA,3:25:03,Madison
110,Carolyn Smith,NA,3:25:05,Fox Cities
111,Stephanie Kliethermes,Madison,3:25:32,Boston
112,Joie Ross,NA,3:25:38,Madison
113,Michelle Werk,Racine,3:25:44,Lakefront
114,Teagan Twombly,Appleton,3:25:48,Grandma's
115,Anna Madsen,Marinette,3:25:52,Lakefront
116,Catherine Lee,Eau Claire,3:25:54,Boston
117,Kayla Zahurones,Eau Claire,3:25:54,Twin Cities
118,Lauren Faust,NA,3:25:57,Madison
119,Cheryl Lang,West Salem,3:25:58,Lakefront
120,Kara Cherne,Neenah,3:26:08,Green Bay
121,Nora Miller,Milwaukee,3:26:26,Lakefront
122,Lori Adams,Plymouth,3:26:35,Lakefront
123,Rebecca Gosselin,Oak Creek,3:26:35,Twin Cities
124,Abby Dilcher,Lake Mills,3:26:38,Grandma's
125,Sara Grange,NA,3:26:39,Madison
126,Rachel Peaslee,NA,3:26:52,Madison
127,Lara Eslinger,Woodruff,3:26:55,Grandma's
128,Mariette Stefferud,West Salem,3:27:00,Twin Cities
129,Jamie Hansbery,Hillsboro,3:27:01,Grandma's
130,Catherine Winkelman,Milwaukee,3:27:02,Cincinnati Flying Pig
131,Amanda Molback,Menominee,3:27:19,Eau Claire
132,Jessica Anderson,Middleton,3:27:40,Detroit
133,Karla Erickson,Mosinee,3:27:42,Lakefront
134,Lauren Mckay,Madison,3:27:45,Boston
135,Carrie Eaton,Madison,3:27:51,Grandma's
136,Jessi Crain,Waukesha,3:27:58,Lakefront
137,Amanda Probasco,NA,3:27:59,Fox Cities
138,Anne Schreiber,Appleton,3:27:59,Eau Claire
139,Kelsey Dienhammer,Milwaukee,3:27:59,Twin Cities
140,Frances Macaulay,Madison,3:28:04,Grandma's
141,Ruth Lunz,Milwaukee,3:28:05,Boston
142,Valerie Ingersoll,NA,3:28:09,Fox Cities
143,Monica Sueflohn,Watertown,3:28:10,Lakefront
144,Hannah Hargis,Sturgeon Bay,3:28:18,Boston
145,Tory Esqueda,Stevens Point,3:28:26,Eau Claire
146,Jennifer Roth,NA,3:28:27,Fox Cities
147,Linda-Lou O'Connor,Milwaukee,3:28:29,Lakefront
148,Kathryn Luy,Tomah,3:28:31,Eau Claire
149,Susie Lorenz,Grafton,3:28:35,Lakefront
150,Erin Moldenhauer,Ripon,3:28:43,Lakefront
151,Mary Jo Jablonski,Wauwatosa,3:28:44,Akron
152,Amber Stassi,Madison,3:28:45,Twin Cities
153,Mary Bolich,Plymouth,3:28:50,Lakefront
154,Janie Starzewski,NA,3:28:57,Madison
155,Kelly Kallien,Middleton,3:29:03,Lakefront
156,Rachel Loomans,Mequon,3:29:04,Lakefront
157,Gina Lindwall,Madison,3:29:19,Minocqua
158,Kimberly Arbinger,Wind Lake,3:29:21,Boston
159,Sasha Demian,West Allis,3:29:24,Grandma's
160,Anne Weiss,Milwaukee,3:29:28,Boston
161,Kara Hoerr,Madison,3:29:29,Boston
162,Nikki Bowe,Chippewa Falls,3:29:30,Eau Claire
163,Rebecca Severe,Cedarburg,3:29:30,Lakefront
164,Raissa Ashman,NA,3:29:31,Fox Cities
165,Brittany Markgren,Superior,3:29:34,Lake Wobegon
166,Anna Langer,Roberts,3:29:37,Grandma's
167,Sarah Skinner,Cumberland,3:29:37,Grandma's
168,Emma Kumer,Evanston,3:29:50,Boston
169,Carissa Laack,Wausau,3:29:53,Lakefront
170,Emma Wagner,Westfield,3:29:54,Grandma's
171,Joy Cantrall,Sheboygan,3:29:55,Lakefront
172,Sarah Raabis,NA,3:29:55,Madison
