Rank,Name,City,Time,Race
88,John Beirl,Ashland,2:52:22,Grandma's
89,Mark Beversdorf,Wausau,2:52:23,Eau Claire
90,Andrew Ehlert,Madison,2:52:38,Boston
91,Dana Schulz,NA,2:52:43,New York City
92,Henry Southgate,Madison,2:52:52,Madison
93,David Beeksma,Ashland,2:52:54,Boston
94,Roman Pyasta,Wauwatosa,2:52:58,California International
95,Michael Nelson,Franklin,2:53:11,Detroit
96,Jesse Nodolf,Ripon,2:53:13,Fox Cities
97,Seth Caste,Sun Prairie,2:53:22,Lincoln
98,Christopher Schiemann,Madison,2:53:25,Boston
99,Justin Darrow,Verona,2:53:37,Boston
100,Zach Ziesemer,New Holstein,2:53:47,Green Bay
101,Matt Kruger,Oak Creek,2:53:49,Lakefront
102,Robert Miles,Mauston,2:53:59,Lincoln
103,Christopher Karpin,Saukville,2:54:05,Kentucky Derby Festival
104,Craig Kuehl,New Berlin,2:54:10,Twin Cities
105,Adam Schneider,Rhinelander,2:54:30,Indianapolis Momumental
106,Scot Van Asten,Madison,2:54:35,Grandma's
NA,Peter Witucki,Madison,2:54:35,Madison
108,Jake Hegge,La Crosse,2:54:43,Trailbreaker
109,Sebastian Miller,Muskego,2:54:54,Disney World
110,Mark Zuelsdorf,Appleton,2:54:58,Des Moines
111,Nick La Luzerne,Madison,2:55:03,Madison
112,Zachary Lutz,West Allis,2:55:16,Lakefront
113,Nathan Lebak,NA,2:55:23,New York City
114,Karl Poehls,Wauwatosa,2:55:26,Lakefront
115,Paul Otteson,Stoughton,2:55:27,Minneapolis
116,Jesse Wilkins,Middleton,2:55:28,Madison
117,Ian Neill,Madison,2:55:34,Boston
NA,Kevin Bence,Waukesha,2:55:34,Med-City
119,Kurt Throckmorton,Madison,2:55:39,Lakefront
120,Tyler West,Hudson,2:55:46,Grandma's
121,Michael Olson,Altoona,2:55:47,Chicago
122,Michael Guth,Brookfield,2:55:55,Boston
123,Brad Dakan,Madison,2:56:01,Madison
124,Timothy Martin,Sussex,2:56:06,Paavo Nurmi
125,Bruce Udell,Columbus,2:56:08,Boston
126,Ed Edinger,Walworth,2:56:28,Lakefront
127,Todd Korthals,La Crosse,2:56:33,Med-City
128,Tim Maass,Seymour,2:56:34,Fox Cities
129,Robert Schroeder,La Crosse,2:56:35,Grandma's
130,Jeremy Braun,Shorewood,2:56:38,Lakefront
131,R. Sean Churchill,NA,2:56:39,Houston
132,Nick Morrison,Madison,2:56:41,Chicago
133,Albertus Rohling,West Allis,2:56:50,IceBreaker
134,Steve Markson,Whitefish Bay,2:56:52,Lakefront
135,Steve Davis,Onak,2:56:53,Twin Cities
136,Mike Beix,NA,2:56:56,New York City
137,Jeff Kolb,Oshkosh,2:57:04,Fox Cities
138,Ryan Gill,Madison,2:57:12,Boston
139,Daniel Carmody,Madison,2:57:13,Madison
140,Mohieddine Barhuomi,Brookfield,2:57:14,Wisconsin
141,Matthew Pomeroy,Johnson Creek,2:57:24,Boston
NA,Rick Stefanovic,Milwaukee,2:57:24,Boston
143,Shawn Dobbins,Madison,2:57:30,Fox Cities
144,Samuel Harvey,Appleton,2:57:37,Chicago
145,Brian Leightner,Milwaukee,2:57:43,Wisconsin
146,Damon Parr,Brookfield,2:57:45,Lakefront
147,Matthew Borneman,Waterford,2:57:51,Fox Cities
148,Daniel Schneider,Madison,2:57:52,Chicago
149,Peter Bernardy,De Pere,2:57:59,Green Bay
150,Jeffrey Plate,Brookfield,2:58:05,Lakefront
151,Jeff Siebold,Two Rivers,2:58:13,Fox Cities
152,Justin Nale,Milwaukee,2:58:14,Wisconsin
153,Sean Gallagher,Kenosha,2:58:15,Med-City
154,Aaron Ziltener,Fitchburg,2:58:16,Grandma's
155,Andrew Osmond,Madison,2:58:18,Grandma's
156,Nathan Schaffer,Eau Claire,2:58:28,Twin Cities
157,Erik Lindberg,Eau Claire,2:58:29,Twin Cities
158,Brian Udovich,Oconomowoc,2:58:37,Wisconsin
159,Tyson Schmidt,Madison,2:58:40,Chicago
160,Paul Webber,McFarland,2:58:47,Boston
161,Ted Petermann,Shorewood,2:58:49,St. Louis
162,Zach Young,Milwaukee,2:58:52,Chicago
163,Kirk Kittell,Platteville,2:58:56,Chicago
164,Todd Smet,Madison,2:58:57,Madison
165,Darren Standorf,Elk Mound,2:58:59,Chicago
166,Jason Heistand,Madison,2:59:02,Wisconsin
NA,John Gard,Green Bay,2:59:02,Grandma's
168,Joseph Hoch,Stoughton,2:59:07,Eau Claire
169,Thomas Wetter,Stevens Point,2:59:08,Chicago
170,Josh Markham,Appleton,2:59:13,Fox Cities
NA,Scot Bassett,Minoqua,2:59:13,Chicago
172,Mark Bakalars,Pewaukee,2:59:22,Chicago
173,Kevin Weber,Eau Claire,2:59:23,Grandma's
174,Adam Ankrum,Crivitz,2:59:24,Boston
175,Jesse McDaniel,Madison,2:59:27,Madison
NA,Steve Hartman Keiser,Wauwatosa,2:59:27,Indianapolis Momumental
177,Marek Kotrly,Brookfield,2:59:28,Boston
178,Carl Holborn,Kenosha,2:59:35,Portland
179,Patrick Gaynor,Franklin,2:59:43,Grandma's
NA,Ryan Rauh,Madison,2:59:43,Chicago
181,Marc Roehl,Mukwonago,2:59:48,Boston
182,Jeremy Olson,Greenwood,2:59:49,Eau Claire
183,Nicholas Olson,Waukesha,2:59:52,Grandma's
184,Dana Bartolomew,NA,2:59:53,New York City
185,Peter Schweinert,Brookfield,2:59:55,Boston
186,Brian Herzog,Madison,2:59:59,Twin Cities
